date,company,open_price,high_price,low_price,close_price,volume,market_sentiment
2018-10-02,Apple,992.29,1158.77,779.75,907.14,45045150,Bearish
2018-10-03,Netflix,60.82,306.75,258.62,1427.27,26387979,Neutral
2018-10-04,Apple,833.65,1446.59,329.77,887.14,23329064,Bullish
2018-10-05,Amazon,91.67,773.27,405.28,555.47,28884741,Bullish
2018-10-06,Apple,474.98,127.81,1358.16,741.5,42106883,Bearish
2018-10-07,Netflix,270.33,434.91,1388.73,1260.21,49915730,Bullish
2018-10-08,Meta,744.47,1527.1,1067.26,833.39,2330904,Neutral
2018-10-09,Google,278.56,329.4,1366.07,104.03,42510257,Bearish
2018-10-10,Tesla,80.25,88.24,1266.97,860.82,18679450,Bearish
2018-10-11,Google,1148.96,687.8,1289.91,1030.73,37805394,Bearish
2018-10-12,Apple,695.32,1478.59,99.78,364.3,8307435,Bearish
2018-10-13,Apple,1216.99,400.19,635.39,976.12,47804404,Neutral
2018-10-14,Amazon,950.98,1518.36,608.14,560.39,43401704,Bearish
2018-10-15,Google,746.01,1362.04,1264.38,1267.23,47977717,Neutral
2018-10-16,Meta,1193.26,1341.68,685.28,471.76,18104785,Neutral
2018-10-17,Amazon,900.41,929.87,1396.35,1393.06,40763067,Bullish
2018-10-18,Google,779.76,473.98,467.51,1124.32,47181713,Bearish
2018-10-19,Tesla,581.19,947.67,819.33,372.26,36282798,Neutral
2018-10-20,Google,1254.05,1378.87,930.57,1308.09,33471811,Bullish
2018-10-21,Google,1173.92,588.18,826.44,1245.1,48226405,Bearish
2018-10-22,Tesla,646.18,658.28,506.8,324.79,13422998,Bullish
2018-10-23,Google,383.83,603.73,67.48,1349.83,41874316,Bullish
2018-10-24,Netflix,259.08,152.66,746.46,307.11,7448955,Bullish
2018-10-25,Amazon,805.36,1217.73,1423.16,1315.7,13348096,Bullish
2018-10-26,Amazon,1084.51,287.83,132.21,1333.18,16903353,Bullish
2018-10-27,Microsoft,445.0,769.86,1213.79,971.54,19636311,Neutral
2018-10-28,Netflix,1173.05,1157.37,649.58,975.82,35348013,Bearish
2018-10-29,Meta,1454.91,1168.9,1303.62,1468.67,7019556,Neutral
2018-10-30,Google,384.88,1359.46,757.46,708.01,38528689,Neutral
2018-10-31,Meta,102.72,1081.45,1304.93,689.53,48552621,Bullish
2018-11-01,Amazon,1444.46,1311.02,929.02,364.47,1286977,Neutral
2018-11-02,Netflix,505.22,234.87,392.35,1070.8,13740222,Bullish
2018-11-03,Google,866.18,550.97,93.07,1438.65,40263461,Neutral
2018-11-04,Apple,906.51,265.27,985.73,681.36,1619381,Neutral
2018-11-05,Netflix,1192.28,520.09,808.91,176.06,34516451,Bearish
2018-11-06,Netflix,1250.7,89.3,1392.28,920.17,5451646,Bullish
2018-11-07,Meta,623.62,549.63,215.04,825.98,23870339,Bearish
2018-11-08,Amazon,824.96,1252.44,356.7,981.83,7046548,Bullish
2018-11-09,Apple,1200.67,940.25,445.42,815.94,18693635,Bullish
2018-11-10,Tesla,987.6,362.24,933.09,602.58,46354842,Neutral
2018-11-11,Netflix,1366.44,1016.26,730.92,602.09,35503479,Bearish
2018-11-12,Google,227.89,1021.07,361.52,1445.24,33167997,Bullish
2018-11-13,Tesla,613.4,810.77,123.88,416.95,4554811,Bearish
2018-11-14,Apple,212.87,879.67,388.32,602.77,24564196,Bearish
2018-11-15,Apple,534.09,74.33,885.25,1229.54,13574879,Neutral
2018-11-16,Meta,1168.94,1087.0,1116.05,553.75,16487819,Neutral
2018-11-17,Netflix,1356.68,1418.71,1108.98,90.39,23470897,Bullish
2018-11-18,Google,708.14,650.78,283.3,1321.8,19796767,Bearish
2018-11-19,Netflix,1227.11,1003.36,380.52,1063.69,5649954,Bullish
2018-11-20,Google,1055.2,1507.11,485.27,624.65,3602493,Neutral
2018-11-21,Microsoft,456.78,1319.02,642.28,1039.07,26931103,Bullish
2018-11-22,Google,437.22,277.09,330.12,997.56,11540726,Bullish
2018-11-23,Amazon,1256.1,211.8,1301.14,543.73,126043,Bullish
2018-11-24,Amazon,262.72,342.87,943.57,1405.88,38263769,Bullish
2018-11-25,Apple,379.8,1168.48,1061.74,507.81,45257465,Bearish
2018-11-26,Amazon,50.65,1439.8,240.71,1098.61,25685628,Bearish
2018-11-27,Microsoft,858.82,574.36,264.21,248.71,1072133,Bullish
2018-11-28,Tesla,427.31,919.48,793.28,1069.83,2893561,Bearish
2018-11-29,Meta,327.44,691.96,867.42,1286.56,22296810,Bearish
2018-11-30,Tesla,1160.54,1475.87,1130.42,431.67,45533105,Neutral
2018-12-01,Amazon,1318.54,963.37,206.04,1018.12,14414935,Bearish
2018-12-02,Apple,1067.5,813.06,584.97,917.1,26105889,Bearish
2018-12-03,Google,1118.5,446.1,1030.81,758.8,48247470,Bullish
2018-12-04,Microsoft,1260.32,1120.29,1272.3,1041.82,1779060,Neutral
2018-12-05,Meta,446.25,1088.24,877.04,991.25,48586050,Bearish
2018-12-06,Meta,1234.63,66.49,345.83,1102.95,33630065,Bearish
2018-12-07,Google,670.75,932.23,176.67,848.05,15694808,Bearish
2018-12-08,Google,645.75,1296.42,986.07,500.39,12939184,Neutral
2018-12-09,Google,1090.29,1243.15,598.1,1003.19,39560859,Bearish
2018-12-10,Google,629.0,457.22,558.97,1185.25,33806191,Bearish
2018-12-11,Microsoft,871.19,1508.16,633.17,1395.11,12329519,Bearish
2018-12-12,Google,113.33,771.78,575.17,1405.6,22470319,Bullish
2018-12-13,Netflix,636.37,1104.97,1163.23,708.64,33835511,Bullish
2018-12-14,Apple,1139.66,1073.35,122.35,1342.96,36404866,Bullish
2018-12-15,Tesla,506.64,578.01,1066.69,998.39,48253909,Bearish
2018-12-16,Apple,1350.2,504.9,361.49,941.79,15287212,Bearish
2018-12-17,Apple,179.42,1507.41,1309.42,640.69,12806422,Bearish
2018-12-18,Meta,942.69,1217.09,215.88,1155.93,28642526,Bearish
2018-12-19,Netflix,839.54,691.86,1377.67,921.14,5285643,Bearish
2018-12-20,Tesla,1322.67,482.07,1191.98,516.49,26111024,Bearish
2018-12-21,Apple,1017.59,1434.71,304.92,1210.05,4609905,Bullish
2018-12-22,Tesla,786.17,676.66,127.13,1223.7,454664,Bearish
2018-12-23,Apple,559.04,161.46,1436.31,71.96,3020572,Bullish
2018-12-24,Google,840.5,913.42,1431.79,604.08,8772617,Bearish
2018-12-25,Meta,237.8,1082.18,302.83,324.1,1654906,Bearish
2018-12-26,Google,410.07,384.02,840.93,223.45,43401106,Bullish
2018-12-27,Tesla,1076.0,151.22,647.02,556.58,25587232,Bearish
2018-12-28,Meta,126.33,137.49,381.09,749.52,41133151,Neutral
2018-12-29,Tesla,247.69,1358.33,905.9,787.47,8370402,Bullish
2018-12-30,Meta,900.82,900.56,1303.25,1458.37,17289156,Bullish
2018-12-31,Netflix,940.99,253.03,1092.96,771.59,10812706,Bullish
2019-01-01,Netflix,820.55,911.7,370.26,280.21,17648848,Bullish
2019-01-02,Google,904.99,1020.34,849.28,1096.79,47493801,Neutral
2019-01-03,Meta,1073.59,1439.17,242.66,1303.46,36940443,Bullish
2019-01-04,Tesla,711.21,468.12,287.29,875.86,45269478,Bearish
2019-01-05,Google,492.54,1446.44,1362.34,851.49,12900442,Bullish
2019-01-06,Netflix,1175.94,1400.21,187.79,637.27,18336713,Neutral
2019-01-07,Meta,739.85,832.54,46.03,622.98,26718283,Bullish
2019-01-08,Apple,1301.84,1517.85,320.45,301.34,7642239,Bearish
2019-01-09,Meta,697.14,626.24,510.34,1369.42,734059,Bearish
2019-01-10,Apple,453.99,605.97,650.9,410.74,20154269,Bearish
2019-01-11,Apple,778.86,731.4,1107.73,1495.5,3515749,Bearish
2019-01-12,Apple,729.27,976.78,1009.58,340.81,15937997,Neutral
2019-01-13,Apple,1453.38,244.81,103.06,124.55,5732691,Bearish
2019-01-14,Tesla,1402.05,1284.3,500.75,903.83,16120650,Bearish
2019-01-15,Netflix,101.17,1037.02,742.73,1439.96,27566867,Neutral
2019-01-16,Amazon,822.91,485.39,869.33,293.46,32074581,Neutral
2019-01-17,Tesla,511.36,352.51,348.24,1048.1,39380437,Bearish
2019-01-18,Tesla,1108.7,581.04,712.24,490.75,48674118,Bearish
2019-01-19,Netflix,1019.14,1038.13,1122.22,512.92,8602058,Neutral
2019-01-20,Meta,1060.76,1185.22,1105.83,1085.24,113561,Bearish
2019-01-21,Netflix,759.21,947.07,184.56,1380.62,43912823,Neutral
2019-01-22,Tesla,689.69,381.89,539.93,534.95,19823612,Neutral
2019-01-23,Netflix,311.64,965.15,1008.54,1095.89,40776377,Bullish
2019-01-24,Netflix,355.65,229.75,1363.27,688.33,12046210,Neutral
2019-01-25,Meta,383.25,1334.01,285.03,1436.81,13407388,Bullish
2019-01-26,Tesla,358.6,366.58,567.47,855.88,23028262,Bearish
2019-01-27,Google,548.88,339.38,304.21,1220.33,47820304,Bullish
2019-01-28,Netflix,1270.92,1094.18,1105.09,939.55,31756508,Bullish
2019-01-29,Amazon,303.11,1258.84,1349.13,516.67,33604581,Neutral
2019-01-30,Apple,545.45,818.53,1178.66,738.79,38334773,Bullish
2019-01-31,Netflix,864.44,1254.47,434.02,1181.2,353348,Bearish
2019-02-01,Apple,221.53,224.11,997.8,798.65,7711244,Neutral
2019-02-02,Microsoft,1256.71,1086.3,97.36,1369.91,25729981,Bullish
2019-02-03,Microsoft,440.37,813.29,1422.52,446.35,42707851,Neutral
2019-02-04,Meta,260.36,1481.89,336.7,141.92,2550915,Neutral
2019-02-05,Meta,841.01,541.55,1125.44,803.76,5215928,Neutral
2019-02-06,Amazon,373.86,1031.95,959.78,746.11,11614019,Neutral
2019-02-07,Meta,400.84,969.76,402.6,250.15,7163414,Bearish
2019-02-08,Google,165.02,1149.77,891.78,1041.89,48062500,Bearish
2019-02-09,Google,446.79,1423.65,1005.61,486.11,4536766,Bullish
2019-02-10,Google,1039.21,160.84,1068.58,232.2,30795808,Bullish
2019-02-11,Meta,713.83,1419.55,442.13,1098.15,1272001,Bullish
2019-02-12,Microsoft,694.84,1234.78,1336.37,138.6,6078790,Neutral
2019-02-13,Amazon,1213.46,881.93,1320.49,1083.88,18739186,Bullish
2019-02-14,Netflix,812.86,552.1,471.21,1246.51,27001447,Bearish
2019-02-15,Tesla,1046.13,450.89,99.54,1168.39,16818452,Neutral
2019-02-16,Netflix,505.86,906.27,1150.73,907.94,7282301,Neutral
2019-02-17,Amazon,552.47,1520.18,641.58,1061.7,5120300,Neutral
2019-02-18,Amazon,527.99,108.81,1370.01,1276.39,47458645,Bullish
2019-02-19,Apple,452.38,416.4,504.69,1383.88,27472245,Neutral
2019-02-20,Netflix,204.53,584.78,231.73,432.03,18314360,Bearish
2019-02-21,Amazon,524.43,1231.25,523.63,360.93,36082272,Neutral
2019-02-22,Apple,502.04,939.15,118.54,1078.71,39430494,Neutral
2019-02-23,Tesla,975.59,1196.81,1034.89,1402.47,29404051,Neutral
2019-02-24,Apple,339.54,302.08,657.2,1236.34,46520496,Bearish
2019-02-25,Meta,1150.01,1216.27,168.55,429.75,21665257,Bearish
2019-02-26,Apple,93.92,1453.69,327.39,1341.96,43674741,Bearish
2019-02-27,Meta,773.64,563.94,620.24,1053.7,26080673,Bearish
2019-02-28,Apple,1283.36,240.58,138.05,204.25,21058564,Bullish
2019-03-01,Apple,248.24,102.92,1128.64,1020.99,18636238,Neutral
2019-03-02,Meta,491.86,1428.8,269.67,534.94,29541840,Bullish
2019-03-03,Amazon,1132.22,225.05,515.22,805.79,19666992,Neutral
2019-03-04,Microsoft,209.57,1461.47,55.78,1235.94,13089308,Neutral
2019-03-05,Microsoft,1439.62,598.66,194.0,1348.82,428182,Bearish
2019-03-06,Google,990.73,883.27,680.07,1053.14,25402145,Bullish
2019-03-07,Tesla,422.37,403.08,845.58,999.83,43407621,Bearish
2019-03-08,Netflix,1250.37,1080.61,948.03,301.1,16239869,Neutral
2019-03-09,Google,1112.41,1191.95,769.9,351.44,40061850,Bullish
2019-03-10,Microsoft,781.14,1121.69,49.52,290.13,4638542,Bearish
2019-03-11,Google,234.16,1115.5,1035.13,821.9,39346445,Bullish
2019-03-12,Tesla,146.39,536.77,926.64,58.94,21360213,Neutral
2019-03-13,Microsoft,153.26,1292.28,337.9,504.17,49278732,Bearish
2019-03-14,Netflix,299.32,953.47,582.62,195.61,48366500,Bullish
2019-03-15,Apple,574.03,1322.39,619.55,504.85,24549817,Bullish
2019-03-16,Meta,541.13,1472.18,67.38,468.17,40899413,Neutral
2019-03-17,Microsoft,1026.25,982.62,1275.96,190.97,11729413,Neutral
2019-03-18,Google,636.64,140.66,1102.71,1047.03,23991900,Neutral
2019-03-19,Apple,858.44,306.36,581.44,596.72,7922816,Bearish
2019-03-20,Microsoft,111.43,1539.76,842.15,1263.11,16259155,Neutral
2019-03-21,Apple,489.26,656.1,917.69,76.74,39078540,Bearish
2019-03-22,Meta,1162.87,1238.8,389.91,226.53,27954671,Neutral
2019-03-23,Netflix,1104.5,456.47,420.79,1351.14,13293825,Neutral
2019-03-24,Apple,1224.42,327.21,306.99,898.05,48011501,Bullish
2019-03-25,Google,1293.18,1227.11,941.98,1480.88,18724234,Bullish
2019-03-26,Netflix,396.94,953.1,874.96,819.7,4379000,Neutral
2019-03-27,Netflix,397.87,134.61,589.68,1325.06,44194746,Neutral
2019-03-28,Tesla,1312.98,1188.79,326.4,385.85,37738387,Neutral
2019-03-29,Microsoft,369.27,1315.58,66.45,975.37,13432567,Bearish
2019-03-30,Microsoft,1381.64,283.6,753.3,922.07,22482527,Bullish
2019-03-31,Google,1039.33,1199.92,134.7,982.05,6688016,Neutral
2019-04-01,Amazon,660.68,913.76,255.17,677.47,4827276,Bearish
2019-04-02,Netflix,1299.52,99.03,796.6,1303.76,2054243,Bullish
2019-04-03,Microsoft,433.5,816.45,1246.66,54.52,15753041,Bullish
2019-04-04,Google,141.48,672.71,773.98,1203.8,1243912,Bearish
2019-04-05,Meta,835.83,716.55,639.38,284.89,47079331,Bearish
2019-04-06,Amazon,614.7,1090.16,428.27,1379.58,38351593,Neutral
2019-04-07,Meta,1081.82,131.39,345.64,651.65,30885117,Bullish
2019-04-08,Meta,677.67,268.16,718.6,351.51,39996225,Neutral
2019-04-09,Apple,163.46,494.7,1316.36,192.28,37083940,Bullish
2019-04-10,Meta,491.1,866.76,626.9,673.56,6270714,Neutral
2019-04-11,Amazon,1107.29,483.87,418.7,1496.37,131165,Neutral
2019-04-12,Microsoft,1498.57,902.99,545.58,1370.85,27469846,Bullish
2019-04-13,Meta,815.93,1415.0,1444.09,663.01,22778604,Neutral
2019-04-14,Apple,739.2,141.28,600.73,979.42,47369372,Bearish
2019-04-15,Amazon,1233.4,1327.47,805.95,621.44,32800643,Bullish
2019-04-16,Netflix,1441.06,593.22,1266.89,424.6,15200335,Neutral
2019-04-17,Netflix,1052.73,1407.72,1204.27,1458.07,1915160,Bearish
2019-04-18,Meta,965.91,80.34,978.07,221.75,38685395,Bullish
2019-04-19,Google,1152.62,581.0,356.93,1125.56,24375891,Bearish
2019-04-20,Amazon,1485.62,909.9,335.74,962.81,42257012,Neutral
2019-04-21,Google,624.35,879.4,624.91,1377.28,27352609,Neutral
2019-04-22,Netflix,1159.24,82.2,408.33,560.68,16513990,Neutral
2019-04-23,Apple,152.27,91.17,1149.64,346.82,34210075,Bearish
2019-04-24,Netflix,860.92,351.12,231.97,1172.63,2974467,Bullish
2019-04-25,Netflix,1122.16,935.66,1207.4,1269.01,42662805,Bearish
2019-04-26,Meta,774.06,1297.05,816.31,199.67,26035120,Neutral
2019-04-27,Meta,1119.04,385.19,577.86,1074.68,13575795,Neutral
2019-04-28,Apple,1389.44,1280.43,320.84,235.39,44891111,Neutral
2019-04-29,Amazon,1186.39,1295.86,68.07,517.51,27780640,Bearish
2019-04-30,Meta,460.15,1403.68,692.8,1449.81,7712645,Bearish
2019-05-01,Tesla,1337.57,622.69,724.54,326.03,27327789,Bearish
2019-05-02,Microsoft,677.16,200.1,75.36,565.92,44660350,Neutral
2019-05-03,Tesla,1361.76,1299.08,1189.11,1125.44,16412922,Bullish
2019-05-04,Microsoft,345.0,174.6,464.3,1084.9,1701588,Bullish
2019-05-05,Apple,1299.65,982.59,1300.43,1104.48,1766281,Neutral
2019-05-06,Microsoft,980.6,931.17,67.33,217.62,49863697,Bullish
2019-05-07,Meta,1347.71,1132.25,69.76,1374.26,175963,Neutral
2019-05-08,Netflix,1485.04,1403.57,872.53,795.33,110865,Bearish
2019-05-09,Meta,1188.45,1216.81,1036.48,993.35,22684812,Bullish
2019-05-10,Apple,1437.79,696.91,1184.62,1097.73,12012470,Bullish
2019-05-11,Tesla,623.19,787.45,690.8,1072.39,5893961,Bearish
2019-05-12,Tesla,956.09,175.46,304.99,1052.89,354667,Bearish
2019-05-13,Apple,871.42,459.65,880.02,951.74,8338045,Bearish
2019-05-14,Microsoft,296.53,871.33,404.04,1121.13,33175982,Neutral
2019-05-15,Google,840.62,1273.6,627.42,820.7,6117459,Bearish
2019-05-16,Netflix,105.98,156.52,911.64,317.93,46921573,Bearish
2019-05-17,Microsoft,1026.46,1075.04,737.11,1176.95,4951827,Bullish
2019-05-18,Meta,99.1,1082.75,1028.93,1227.17,39184344,Bearish
2019-05-19,Amazon,1214.18,477.86,1355.94,640.93,28270618,Bullish
2019-05-20,Apple,1095.42,338.51,1348.41,1456.76,21979591,Neutral
2019-05-21,Meta,783.62,492.72,1358.82,502.61,16842311,Bearish
2019-05-22,Google,418.87,1103.64,468.5,1070.94,20872772,Bearish
2019-05-23,Apple,1443.99,1231.94,1216.45,877.13,8143393,Neutral
2019-05-24,Tesla,245.0,656.06,1176.25,199.2,25410348,Neutral
2019-05-25,Tesla,1213.48,838.82,886.84,126.83,47956231,Neutral
2019-05-26,Apple,1334.9,1037.88,253.97,124.5,41766344,Bullish
2019-05-27,Tesla,1215.71,943.2,714.39,1440.41,31432447,Bullish
2019-05-28,Netflix,774.96,500.55,1071.98,1208.16,4554590,Bearish
2019-05-29,Apple,300.44,543.34,182.46,1348.79,32370813,Neutral
2019-05-30,Meta,194.18,294.89,163.17,442.19,13050309,Bullish
2019-05-31,Microsoft,1379.14,91.01,307.12,665.21,35875872,Bearish
2019-06-01,Amazon,510.62,1276.82,594.11,298.45,21540793,Neutral
2019-06-02,Google,1482.01,350.52,584.38,1198.31,16888865,Neutral
2019-06-03,Microsoft,1333.69,958.62,488.94,131.4,27911268,Bearish
2019-06-04,Tesla,1400.48,913.52,65.84,796.11,47449029,Neutral
2019-06-05,Amazon,603.82,300.49,552.02,1089.58,1861091,Neutral
2019-06-06,Microsoft,561.36,454.72,1363.94,139.18,32884491,Bearish
2019-06-07,Apple,764.39,781.95,1236.7,1130.05,27522670,Neutral
2019-06-08,Google,1392.27,108.29,1205.14,1091.89,37498048,Bullish
2019-06-09,Apple,1468.1,1016.34,485.7,606.15,39284983,Neutral
2019-06-10,Meta,567.96,95.27,94.5,189.88,47969022,Bullish
2019-06-11,Netflix,198.69,639.1,1365.08,1050.9,16745026,Neutral
2019-06-12,Apple,298.73,839.37,1354.71,260.06,2744133,Neutral
2019-06-13,Microsoft,560.39,655.26,891.08,645.09,15414464,Bullish
2019-06-14,Amazon,948.5,58.11,828.67,1320.44,27755990,Neutral
2019-06-15,Google,311.23,1342.47,505.78,1463.97,29013292,Bullish
2019-06-16,Netflix,1204.37,993.32,1132.25,1241.85,28290274,Bullish
2019-06-17,Microsoft,1243.74,1542.31,784.67,1470.46,17984423,Neutral
2019-06-18,Netflix,891.46,1342.92,340.38,111.15,13433221,Bullish
2019-06-19,Apple,1398.03,1292.41,424.89,1454.93,4818564,Bearish
2019-06-20,Google,1245.14,768.66,99.23,817.6,11300124,Bullish
2019-06-21,Meta,912.28,1110.57,586.73,354.39,29958149,Bearish
2019-06-22,Netflix,633.23,890.52,820.16,1405.97,38414649,Neutral
2019-06-23,Tesla,1192.72,1407.97,1081.61,84.06,16292368,Bullish
2019-06-24,Meta,981.32,1532.74,1115.33,734.29,42700973,Bullish
2019-06-25,Google,1059.55,1498.88,206.07,115.09,12283427,Bearish
2019-06-26,Meta,1236.26,1262.73,885.9,687.61,26191442,Neutral
2019-06-27,Amazon,886.4,1280.58,1444.48,305.32,48261645,Bullish
2019-06-28,Apple,500.5,467.76,390.67,984.83,3748696,Bullish
2019-06-29,Microsoft,1246.98,102.83,618.65,1264.12,6387297,Bullish
2019-06-30,Microsoft,1249.46,1176.1,1217.59,213.41,32298902,Bearish
2019-07-01,Meta,786.34,604.41,347.29,91.75,9833045,Neutral
2019-07-02,Meta,494.09,1414.28,1158.38,1323.03,7728402,Neutral
2019-07-03,Netflix,101.39,1199.66,797.25,128.59,15382617,Neutral
2019-07-04,Amazon,395.76,359.48,803.23,1196.74,24213584,Neutral
2019-07-05,Meta,1479.91,1390.0,921.57,545.08,13213460,Bullish
2019-07-06,Netflix,1399.42,1535.68,1434.19,1318.15,28349266,Bullish
2019-07-07,Google,1431.72,1134.36,1204.77,824.21,13847178,Bullish
2019-07-08,Netflix,634.98,412.39,818.95,958.07,10849765,Bullish
2019-07-09,Tesla,1131.33,1151.9,323.74,1460.57,19985591,Neutral
2019-07-10,Amazon,956.15,980.1,1065.7,1343.16,6587426,Bullish
2019-07-11,Apple,1329.72,1028.2,608.63,1477.7,35938334,Neutral
2019-07-12,Tesla,263.35,1534.96,623.74,314.08,13004938,Bullish
2019-07-13,Meta,1452.12,103.52,1334.78,1001.08,7202662,Bearish
2019-07-14,Netflix,692.71,706.59,1289.77,426.81,4634911,Bullish
2019-07-15,Apple,717.37,1401.5,1142.26,1384.18,23036508,Bearish
2019-07-16,Meta,378.13,62.85,688.04,633.21,44255740,Bullish
2019-07-17,Tesla,296.46,1327.74,911.05,525.06,35654636,Bullish
2019-07-18,Netflix,906.55,407.41,661.52,115.54,34285937,Bullish
2019-07-19,Meta,779.93,487.25,730.0,189.51,20142686,Neutral
2019-07-20,Amazon,514.71,1299.81,728.68,1352.1,23119926,Bullish
2019-07-21,Netflix,952.6,836.28,761.4,1041.22,18651713,Bearish
2019-07-22,Tesla,541.44,752.52,537.26,1054.24,35230093,Bearish
2019-07-23,Amazon,1181.43,1187.2,1157.33,135.46,30799754,Bullish
2019-07-24,Netflix,1311.21,418.06,834.82,1229.11,28501293,Bullish
2019-07-25,Meta,1480.19,676.12,1264.95,958.43,42009158,Bullish
2019-07-26,Apple,1385.84,515.26,1405.52,1263.02,33853665,Neutral
2019-07-27,Apple,318.07,170.32,827.39,656.39,8735408,Bearish
2019-07-28,Meta,503.46,692.13,944.09,1120.6,28429410,Bearish
2019-07-29,Microsoft,942.74,1262.13,997.34,510.35,24842402,Bullish
2019-07-30,Meta,243.16,1061.7,1264.71,1436.17,41909665,Bearish
2019-07-31,Meta,997.79,1262.75,1252.5,1169.27,8152597,Bullish
2019-08-01,Amazon,970.58,1246.11,123.82,517.13,42559951,Neutral
2019-08-02,Microsoft,1474.29,729.32,930.56,706.12,38490196,Neutral
2019-08-03,Microsoft,1255.69,1143.65,188.9,1232.37,28277360,Bullish
2019-08-04,Tesla,746.26,1023.68,680.03,1114.02,33354826,Bearish
2019-08-05,Google,259.92,1035.15,812.66,575.84,238884,Bearish
2019-08-06,Netflix,1198.42,451.7,513.58,556.34,21500708,Bearish
2019-08-07,Tesla,349.7,552.37,1274.95,1279.66,2092131,Neutral
2019-08-08,Netflix,322.88,1141.9,1032.2,1340.45,36298328,Neutral
2019-08-09,Google,1028.65,1210.81,1214.79,117.95,3832703,Neutral
2019-08-10,Apple,1137.19,937.72,105.39,813.67,20551359,Bullish
2019-08-11,Microsoft,426.54,531.13,1190.58,894.04,29899526,Bullish
2019-08-12,Netflix,189.17,1174.49,1068.67,1272.14,33386937,Neutral
2019-08-13,Apple,974.75,191.83,906.39,73.19,29998634,Neutral
2019-08-14,Apple,518.12,516.85,199.66,569.8,18326199,Neutral
2019-08-15,Microsoft,471.71,792.91,1134.57,777.2,26499246,Bearish
2019-08-16,Apple,1039.18,384.29,1434.35,665.53,13603018,Bullish
2019-08-17,Tesla,823.56,1394.64,175.3,740.77,17558128,Neutral
2019-08-18,Amazon,678.6,112.43,1032.47,1313.59,45444933,Neutral
2019-08-19,Microsoft,707.82,1174.4,384.31,1289.2,14184482,Bearish
2019-08-20,Microsoft,450.95,1424.5,175.68,1373.81,31776300,Neutral
2019-08-21,Tesla,167.68,579.25,1240.28,207.06,38362728,Bullish
2019-08-22,Meta,525.07,724.3,351.85,744.96,6447263,Bearish
2019-08-23,Tesla,219.9,1160.18,375.75,422.78,28111921,Bullish
2019-08-24,Meta,605.51,409.98,1273.7,208.2,1160205,Bullish
2019-08-25,Google,605.54,753.42,1418.82,1369.91,9273386,Neutral
2019-08-26,Amazon,1408.97,1344.99,1051.94,182.3,5955953,Neutral
2019-08-27,Netflix,913.17,165.88,682.9,1152.94,35775237,Bearish
2019-08-28,Apple,1108.08,762.43,151.96,1218.79,25509528,Bearish
2019-08-29,Google,477.99,186.72,998.92,1120.11,39245520,Bullish
2019-08-30,Google,1163.33,1018.84,1188.88,974.71,33936343,Bearish
2019-08-31,Netflix,984.99,947.72,633.33,227.29,24858404,Bearish
2019-09-01,Netflix,1116.78,842.2,158.49,157.72,29516230,Bullish
2019-09-02,Tesla,98.7,990.28,658.62,1235.47,6158149,Bearish
2019-09-03,Tesla,996.31,732.09,145.91,1432.89,35592508,Neutral
2019-09-04,Tesla,1246.93,184.49,257.6,1479.88,28291300,Bullish
2019-09-05,Amazon,88.98,1140.13,371.26,601.02,26270431,Bearish
2019-09-06,Apple,338.67,1199.38,984.99,955.52,3582807,Bullish
2019-09-07,Apple,1464.29,1273.12,694.72,377.4,3999210,Neutral
2019-09-08,Amazon,1482.21,285.85,1077.59,786.66,12558102,Bearish
2019-09-09,Tesla,867.56,816.01,1187.39,950.36,1742301,Bearish
2019-09-10,Google,932.21,1232.44,1021.91,1125.88,40950548,Neutral
2019-09-11,Google,1155.45,902.34,362.75,91.33,2519621,Neutral
2019-09-12,Microsoft,439.26,691.95,678.39,169.45,20704517,Bullish
2019-09-13,Google,1359.27,1277.44,1229.52,1250.96,15061238,Bullish
2019-09-14,Microsoft,1179.17,1095.24,105.79,455.73,9564137,Bearish
2019-09-15,Meta,572.46,761.2,918.48,1335.87,6963332,Bullish
2019-09-16,Microsoft,519.69,76.23,170.57,942.5,3420104,Neutral
2019-09-17,Microsoft,661.3,1382.06,1166.96,483.6,31525053,Neutral
2019-09-18,Tesla,375.88,168.03,100.15,1074.44,32137265,Neutral
2019-09-19,Amazon,346.27,1378.39,1029.26,1419.27,45848084,Bearish
2019-09-20,Tesla,1085.22,736.84,306.36,638.24,13279311,Bullish
2019-09-21,Meta,1139.6,634.6,234.23,695.71,25383818,Bearish
2019-09-22,Tesla,300.28,170.9,896.07,1128.17,18464069,Neutral
2019-09-23,Google,512.6,1112.73,967.71,775.8,45469197,Bullish
2019-09-24,Tesla,594.62,1154.36,569.13,1347.3,17026956,Neutral
2019-09-25,Netflix,1127.03,1451.12,221.04,183.84,43026177,Neutral
2019-09-26,Apple,966.69,458.76,537.49,970.52,48342769,Bearish
2019-09-27,Meta,399.66,424.1,824.27,1333.84,18813569,Bearish
2019-09-28,Google,1104.4,620.75,407.51,102.33,27885101,Neutral
2019-09-29,Google,301.17,532.49,325.13,537.18,43545618,Bullish
2019-09-30,Microsoft,992.22,954.77,582.52,414.7,4870616,Bearish
2019-10-01,Amazon,1151.53,152.4,679.27,1312.11,4598072,Neutral
2019-10-02,Google,1280.48,84.39,1310.67,1287.39,6151574,Bearish
2019-10-03,Netflix,396.59,923.03,1247.14,1107.26,34447387,Bearish
2019-10-04,Apple,1381.38,295.79,211.92,853.54,22116484,Bullish
